codigo_neg,cantidad_entregada
20016868-04,60
20020029,10
20020029,10
20020029,10
20020050,13
00093689-02,210
20119257-03,90
20119257-03,90
20119257-03,90
20119257-03,90
20119257-03,90
20119257-03,90
20119257-03,90
20119257-03,90
20119257-03,90
20119257-03,90
20119257-03,90
20119257-03,90
20119257-03,90
20119257-03,90
20119257-03,90
20119257-03,90
20119257-03,90
20119257-03,90
19936411-01,90
19936411-01,90
19936411-01,90
19936411-01,90
19936411-01,90
19936411-01,90
19936411-01,90
19936411-01,90
19936411-01,90
19936411-01,90
19936411-01,90
19936411-01,90
19936411-01,90
19936411-01,90
19936411-01,90
19936411-01,90
19936411-01,90
19936411-01,90
20073341-01,1
20073341-01,1
20073341-01,1
20073341-01,1
20073341-01,1
20073341-01,1
20073341-01,1
20073341-01,1
20073341-01,1
20073341-01,1
20020038,7
19932994-04,6
19993897-02,60
19993897-02,60
19993897-02,60
20104457-01,30
20104457-01,30
20104457-01,30
20104457-01,30
20104457-01,30
20104457-01,30
20087761-02,10
20087761-02,10
20087761-02,10
20087761-02,10
19975165-04,30
19975165-04,30
19975165-04,30
19955272-03,28
19955272-03,28
19955272-03,28
19955272-03,28
19955272-03,28
19999460-02,56
19999460-02,56
19999460-02,56
19999460-02,56
00057699-02,30
20113430-04,90
20084685-06,14
20084685-06,14
19980849-01,15
19980849-01,15
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
20061998-03,30
