codigo_neg;codigo_negociado;codigo_negociado_norm;codigo_cum;codigo_cum_norm;cantidad_total_1;cantidad_parcial_1;cantidad_pendiente_1;cantidad_total_2;cantidad_parcial_2;cantidad_pendiente_2;cantidad_total_3;cantidad_parcial_3;cantidad_pendiente_3;cantidad_total_4;cantidad_parcial_4;cantidad_pendiente_4;cantidad_total_5;cantidad_parcial_5;cantidad_pendiente_5;cantidad_total_6;cantidad_parcial_6;cantidad_pendiente_6;cantidad_total_7;cantidad_parcial_7;cantidad_pendiente_7;total_entregado_total;total_entregado_parcial;total_pendiente;;matched_rows_per_source
AP20118;AP20118;AP20118;;;;;;36;;;54;;;74;;;100;;;15;15;;;;;279;15;0;294;{'1': [], '2': [6393, 10067], '3': [11331, 6069, 11103], '4': [7968, 3762, 692, 629], '5': [11076, 14727, 12915, 3860, 10943], '6': [2200, 2908], '7': [834, 5867, 3092, 4231]}
AP20126;AP20126;AP20126;;;;;;;;;180;;;30;;;;;;;;;;;;210;0;0;210;{'1': [], '2': [], '3': [1044], '4': [10718], '5': [], '6': [], '7': []}
AP20130;AP20130;AP20130;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP20132;AP20132;AP20132;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP20135;AP20135;AP20135;;;30;;;30;;;10;;;275;;;120;;;;;;180;;;645;0;0;645;{'1': [7609], '2': [656], '3': [11864], '4': [4545, 14452, 12445], '5': [1297, 5564, 1574], '6': [], '7': [3363, 1619, 5684]}
AP20136;AP20136;AP20136;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP20140;AP20140;AP20140;;;1531;;;2142;;;1663;;;805;;;837;65;;690;60;;10;;;7678;125;0;7803;{'1': [5248, 5762, 1800, 2056, 11914, 12810, 5773, 14477, 914, 3091, 2456, 664, 4762, 14620, 29, 9629, 11166, 8353, 13217, 1574, 2342, 4392, 5032, 5674, 2731, 10664, 8237, 11820, 13863, 4016, 14896, 10806, 6586, 8123, 4798, 319, 14661, 8262, 14663, 7112, 459, 12235, 4177, 6481, 8273, 2004, 5719, 4312, 7000, 8025, 8279, 3292, 348, 8285, 10462, 12890, 2273, 6241, 8291, 14048, 14688, 8297, 10604, 10988, 14191, 6132, 6644, 12155, 14077, 2559], '2': [7046, 8584, 3210, 6283, 1804, 3470, 7567, 8590, 6161, 3986, 9107, 148, 11409, 12927, 12948, 4760, 4763, 9627, 10395, 13214, 4771, 4388, 7203, 11686, 6823, 14506, 7083, 14763, 1202, 8499, 13621, 14461, 12727, 2749, 5950, 9279, 13246, 3521, 14402, 11587, 12997, 6726, 14794, 1484, 14925, 7374, 10191, 11728, 13518, 13522, 14162, 4184, 3800, 8280, 1243, 3036, 11100, 14812, 4448, 4194, 6757, 11238, 7657, 11370, 2028, 9966, 625, 8946, 14324, 5622, 12159, 4473, 762, 10108, 13693, 10623], '3': [9736, 4622, 1555, 5654, 2076, 7727, 3138, 2629, 3668, 8788, 12373, 8290, 13417, 6252, 5752, 4729, 10882, 2187, 1681, 12945, 2215, 12968, 4784, 7347, 6838, 2743, 11961, 9405, 6849, 9923, 10950, 11975, 12489, 6873, 9434, 3806, 224, 11490, 8186, 13029, 4332, 1273, 7934, 5374, 14089, 13069, 14606, 10521, 1818, 3877, 2859, 2354, 1335, 4921, 11071, 8002, 5445, 4942, 847, 1874, 5461, 3419, 3426, 14690, 12657, 6004, 2437, 8585, 14219, 12177, 12184, 5534, 950, 7099, 14791, 10188, 471, 6125, 4598, 14330], '4': [8714, 3856, 9106, 10772, 5654, 7704, 157, 9890, 7204, 2597, 8230, 8740, 8743, 6700, 2093, 2479, 2992, 2609, 6832, 11696, 4151, 1975, 7863, 8119, 7995, 9913, 10681, 11069, 10687, 961, 7364, 8645, 2120, 592, 4180, 725, 6748, 1003, 13164, 10736, 114, 4979, 5491, 8309, 12795, 7290, 10363, 5757, 2302], '5': [10882, 1028, 9093, 1158, 5000, 1673, 9873, 1170, 6034, 6553, 3488, 11297, 6562, 6946, 5668, 1061, 13216, 6568, 11049, 683, 7212, 829, 4680, 5323, 9166, 5072, 980, 13787, 2270, 1247, 9443, 9832, 1129, 4713, 6378, 9836, 10478, 13294, 1138, 3315, 2548, 14198, 1400, 14844, 12415], '6': [7170, 13571, 4871, 3853, 7315, 4762, 14492, 6045, 3999, 14075, 2597, 2088, 13354, 5553, 10675, 5301, 11702, 4279, 7863, 5562, 5051, 2619, 6845, 8384, 12096, 322, 8770, 2244, 12097, 1992, 587, 7628, 14028, 14925, 2006, 471, 5593, 4957, 11872, 873, 12778, 14955, 9582, 3956, 6778, 4987], '7': [1031, 333, 276, 10838, 886]}
AP20142;AP20142;AP20142;;;17688;;;14950;;;11200;;;13198;;;11933;930;;5598;1277;;;30;;74567;2237;0;76804;{'1': [2052, 12298, 12303, 8213, 14361, 2082, 35, 14370, 2092, 6189, 10291, 6196, 4151, 6203, 2108, 6204, 10300, 10312, 73, 4174, 14431, 4198, 10349, 2165, 12416, 14471, 149, 153, 4249, 10400, 10402, 14500, 8359, 10407, 6313, 170, 6322, 10420, 6327, 12472, 6332, 2250, 8394, 14538, 6362, 14568, 4332, 6382, 239, 244, 4340, 247, 12536, 250, 10491, 4349, 4362, 2329, 6427, 290, 4388, 14641, 6451, 6454, 4407, 2366, 6470, 10569, 4426, 6479, 10575, 4434, 10579, 4438, 6492, 354, 8553, 6513, 10611, 6517, 6528, 2433, 6531, 2438, 6535, 6539, 2444, 6546, 6549, 10655, 4516, 6577, 14786, 2499, 4551, 6599, 10696, 4555, 10700, 12753, 467, 4565, 10709, 4571, 10718, 6624, 8672, 6629, 2534, 4587, 4593, 10737, 8692, 14843, 6653, 4610, 4613, 6670, 12815, 4634, 4639, 558, 6702, 10798, 4663, 4665, 2619, 6718, 4671, 4674, 12879, 4699, 10844, 6753, 12900, 14949, 10861, 4721, 10877, 2697, 10892, 6797, 6806, 4759, 10922, 4790, 2744, 6862, 4815, 6864, 8931, 6889, 13034, 4849, 6898, 4852, 10998, 6903, 4861, 6910, 8968, 13069, 8979, 6940, 8992, 11040, 4901, 4919, 6968, 6974, 2884, 2891, 6994, 4948, 4954, 7002, 9066, 11140, 7045, 7049, 5008, 13202, 5011, 13222, 13225, 13227, 9139, 7097, 11195, 9149, 11204, 3016, 5074, 3035, 3039, 7141, 5099, 7154, 5107, 11251, 7161, 13313, 9224, 9229, 5139, 5141, 3097, 3102, 3115, 5182, 3144, 7261, 5215, 9313, 11363, 7269, 5225, 5227, 9323, 7286, 5241, 3195, 9364, 9368, 5277, 7342, 11445, 13506, 5316, 7365, 7372, 5327, 9424, 9428, 13526, 7383, 5340, 5342, 9441, 11492, 9457, 7410, 11506, 11511, 3320, 9466, 9468, 5379, 5385, 11532, 5395, 9493, 9504, 9512, 7479, 11585, 11608, 7514, 11611, 7518, 3424, 11616, 7522, 7526, 9577, 7532, 11632, 7538, 11638, 1400, 7544, 9593, 7548, 7554, 5511, 11657, 7564, 5519, 11671, 9636, 13740, 13746, 3508, 13749, 11716, 9673, 3534, 9678, 5587, 3541, 9693, 7654, 1511, 9703, 7661, 5614, 7668, 13822, 3583, 7681, 7683, 3588, 11780, 11787, 7695, 5649, 5666, 1582, 9775, 11823, 7737, 11837, 7746, 7755, 5709, 5727, 1639, 11901, 3721, 9867, 5780, 3733, 3736, 11931, 7837, 3744, 5799, 5801, 9901, 3760, 9906, 11961, 5820, 7875, 5842, 11992, 3801, 1754, 3804, 7906, 5874, 3827, 14068, 5878, 7926, 9978, 12038, 5897, 3852, 7950, 3869, 5922, 10029, 12078, 1843, 14135, 5945, 12089, 5951, 12099, 8007, 1864, 3913, 14162, 12117, 3947, 3950, 14199, 8058, 1917, 3966, 8063, 3970, 12165, 1927, 3977, 10126, 14222, 10131, 1945, 6043, 3996, 6050, 14246, 6057, 12203, 10157, 1969, 14257, 6070, 1984, 4042, 4045, 8156, 4065, 2021, 8166, 12273, 4090, 8187, 10237], '2': [10245, 14341, 4107, 10255, 4116, 10269, 8236, 12340, 14393, 8250, 10303, 12379, 14427, 12386, 10340, 12396, 6254, 14449, 12402, 6259, 2175, 127, 10368, 12420, 133, 10386, 12457, 10412, 2223, 12468, 10421, 14516, 8379, 10433, 12481, 10452, 10473, 12526, 2289, 12532, 12544, 12548, 14596, 2313, 14606, 8465, 283, 4379, 2340, 296, 14635, 12588, 6447, 14646, 12604, 14654, 4415, 12610, 10572, 10591, 10596, 10598, 10608, 4468, 14710, 12669, 10622, 6527, 10624, 10630, 12680, 10639, 6556, 414, 10655, 12705, 419, 420, 12708, 10664, 12712, 4531, 12724, 8630, 10683, 444, 14787, 12740, 14798, 12752, 6616, 8667, 10720, 10728, 14824, 8685, 12782, 6642, 499, 6646, 12801, 8711, 520, 14858, 14862, 532, 6678, 8728, 12824, 14877, 6701, 10823, 10830, 608, 8804, 614, 12904, 8811, 622, 10867, 10871, 10882, 649, 10896, 4754, 662, 12957, 8869, 8874, 4781, 12973, 12976, 10940, 2759, 714, 10959, 8913, 10965, 2778, 2782, 2786, 2790, 6889, 2794, 2798, 2802, 2806, 2810, 764, 2814, 770, 2818, 2822, 2826, 2830, 8977, 2834, 2843, 8993, 805, 832, 11078, 13134, 6991, 853, 13146, 864, 11110, 11136, 11144, 13193, 2955, 2964, 13230, 2991, 2992, 11185, 11193, 3006, 3009, 11202, 3013, 13261, 984, 989, 9183, 13280, 9187, 3044, 13295, 1008, 11255, 1016, 11259, 1021, 13312, 13318, 1033, 1041, 1056, 13353, 13361, 7222, 11327, 1091, 1100, 7253, 1110, 11349, 7257, 13406, 9312, 11360, 1127, 13440, 11397, 13445, 1159, 7309, 1169, 11413, 1175, 11422, 9375, 1186, 13474, 7334, 3263, 11458, 13512, 11478, 3287, 1249, 11494, 7407, 13566, 3333, 3337, 1296, 13588, 1301, 1304, 13596, 13614, 11571, 13624, 1337, 11580, 13642, 11595, 1360, 7511, 7514, 1381, 1383, 3433, 3440, 3444, 11642, 13692, 1405, 1409, 9609, 1422, 3477, 11675, 11678, 1439, 11693, 13742, 7600, 11698, 13750, 11703, 11717, 1479, 13769, 13774, 9683, 1505, 13798, 1512, 1516, 13811, 11778, 1540, 1547, 13841, 11800, 1575, 3635, 1588, 1592, 9787, 3651, 9795, 9808, 9813, 7771, 13915, 13923, 7782, 9830, 11881, 9836, 9842, 11904, 9866, 9869, 13968, 11924, 9889, 3753, 11946, 14003, 3769, 9915, 9926, 3786, 14033, 11996, 14060, 9980, 9992, 12044, 1811, 7956, 10004, 12071, 7977, 12073, 14124, 12092, 10051, 10054, 12105, 12117, 3928, 12138, 5996, 8050, 10103, 14205, 3966, 8065, 10115, 14221, 14233, 6044, 8100, 14245, 10150, 8106, 6063, 14259, 6076, 1987, 1990, 10210, 14312, 10223, 2035, 8181, 10229, 14327], '3': [10752, 2, 3074, 5122, 9218, 518, 10756, 1032, 14339, 14340, 4108, 4620, 6671, 11279, 17, 6163, 10772, 14360, 2073, 3101, 4638, 5665, 1570, 3106, 3620, 10785, 14885, 11306, 12845, 9774, 1585, 8757, 14389, 14905, 10810, 4157, 8770, 2115, 3139, 6726, 11847, 12873, 6733, 10829, 11862, 599, 601, 14426, 14940, 9822, 10847, 1122, 14947, 1636, 6758, 110, 9326, 625, 3185, 3698, 7794, 4213, 8305, 10869, 13431, 14458, 14974, 11907, 14979, 136, 10889, 12937, 651, 10892, 11917, 14988, 14994, 3219, 2711, 4760, 11927, 666, 2204, 11422, 5792, 1697, 3233, 679, 5799, 4779, 2732, 2222, 1199, 10926, 6321, 2226, 3251, 3766, 183, 702, 2245, 1222, 7672, 11978, 1227, 5839, 13007, 209, 3281, 2772, 9428, 2262, 3799, 10966, 1753, 6366, 5856, 14560, 4323, 7395, 10979, 14054, 2279, 5354, 12010, 13548, 5869, 12017, 242, 243, 10995, 14067, 10487, 12023, 1785, 14072, 9209, 767, 12032, 5379, 4364, 4877, 9488, 3861, 11541, 8985, 11547, 11036, 6429, 13085, 11040, 3361, 11045, 12582, 295, 13607, 1836, 4399, 1329, 1336, 314, 2362, 2874, 10556, 4414, 14652, 2369, 1858, 12100, 14150, 11591, 2379, 9036, 10060, 10571, 1871, 8015, 2385, 4945, 12112, 9559, 11608, 1881, 1370, 10587, 14170, 1382, 359, 5480, 876, 5485, 3950, 11631, 12141, 8051, 9076, 1397, 5495, 5497, 4476, 7549, 10110, 14720, 11651, 394, 6027, 3980, 10123, 13202, 14227, 405, 1431, 8089, 11164, 11676, 11166, 14240, 5538, 12195, 7079, 9128, 10154, 11180, 9134, 5551, 8625, 10673, 12215, 12216, 8633, 10682, 13242, 9661, 3518, 4032, 4545, 12225, 1475, 12229, 4038, 3527, 9670, 1482, 7116, 5074, 3540, 11220, 4055, 11736, 474, 11742, 14819, 6116, 13291, 6636, 5614, 496, 8689, 11249, 11253, 14327, 3576, 5113, 509], '4': [6658, 6663, 6153, 5136, 10258, 6677, 5142, 11285, 6170, 9244, 1053, 4127, 5664, 14368, 4644, 9765, 7209, 10282, 3627, 4140, 13355, 14894, 10799, 2611, 7221, 56, 13368, 7226, 6203, 12348, 4158, 7232, 3143, 13895, 12873, 13391, 8273, 7762, 5203, 5717, 1110, 14423, 7768, 4699, 93, 7773, 14942, 11360, 7777, 6756, 6246, 4202, 4716, 8301, 9325, 624, 4720, 7794, 13427, 4214, 6264, 10874, 9339, 13949, 6273, 4738, 13442, 1668, 4231, 4743, 6793, 8329, 9352, 8844, 11403, 6800, 3217, 6289, 8340, 4254, 8864, 3233, 9377, 4772, 166, 683, 8875, 4781, 7856, 6323, 12469, 9399, 3256, 10936, 12983, 1212, 10940, 5822, 5824, 4290, 195, 8898, 13508, 710, 9414, 10952, 7369, 5322, 9417, 11464, 8909, 13511, 10961, 10450, 5845, 10966, 3799, 9432, 3803, 9439, 9449, 3306, 6379, 2285, 4846, 2290, 10484, 5878, 6905, 4859, 9467, 8447, 12543, 2308, 14084, 4871, 8969, 7434, 267, 8461, 14095, 10000, 791, 9497, 12570, 13594, 7969, 11043, 14116, 4389, 11046, 14119, 4905, 2858, 7469, 4398, 11057, 4403, 4406, 9020, 5949, 14653, 13122, 13126, 8014, 13134, 3410, 3923, 5459, 9043, 14165, 5976, 5465, 347, 7003, 4959, 9055, 3937, 354, 13152, 9572, 3943, 9066, 11627, 14701, 4462, 4464, 4976, 7537, 376, 3963, 8059, 2429, 6013, 4479, 3978, 9100, 14733, 5008, 14737, 5011, 6552, 14751, 6560, 7074, 938, 6573, 8111, 6576, 10673, 8628, 6581, 3000, 443, 8636, 4542, 5567, 6592, 6594, 3011, 3525, 10693, 14277, 8136, 14280, 8651, 461, 3023, 10198, 6615, 6618, 10714, 476, 4063, 2016, 4577, 5089, 8673, 6628, 2534, 3047, 488, 5095, 11242, 6636, 8691, 6648, 10233, 507, 7167], '5': [10752, 3588, 518, 8207, 13332, 1561, 7198, 7202, 13346, 9252, 37, 13862, 1065, 7209, 9770, 3632, 3121, 1075, 2100, 11829, 1078, 4663, 5686, 8759, 10807, 10811, 6716, 9276, 13885, 14395, 14907, 7234, 584, 9289, 10313, 11339, 7244, 13899, 9812, 12885, 13910, 1111, 7257, 8793, 13401, 3164, 11356, 12893, 10336, 3681, 10848, 9315, 6756, 101, 7780, 13409, 106, 13934, 4727, 8312, 9335, 10871, 10874, 637, 1153, 10884, 1157, 11401, 3210, 1675, 2699, 6796, 8331, 7311, 8843, 7314, 8851, 11923, 1173, 4246, 665, 7325, 8862, 1183, 9376, 1698, 5795, 1193, 3242, 10414, 13998, 6323, 6652, 2752, 12481, 2244, 1733, 1734, 14025, 4811, 1236, 10453, 14549, 14039, 728, 7676, 3296, 1249, 4833, 4838, 10983, 3823, 13552, 6899, 756, 2807, 759, 4856, 6905, 9463, 7936, 9985, 12035, 774, 7434, 2827, 6925, 1294, 784, 3857, 11030, 7970, 14634, 13611, 1325, 2862, 3895, 11577, 8506, 5435, 6971, 7486, 7487, 6980, 14149, 1351, 14663, 6985, 3916, 333, 4944, 10577, 14677, 13656, 10586, 3420, 2397, 4446, 6493, 12641, 13155, 13673, 5485, 4974, 9585, 3954, 4466, 5492, 6516, 7027, 2423, 6519, 2425, 13173, 13691, 3455, 7553, 6530, 8065, 10625, 9605, 7560, 5001, 10633, 907, 4491, 6541, 3472, 3985, 9618, 6548, 2965, 4501, 9622, 6040, 2457, 6555, 8091, 13214, 2975, 931, 1443, 11684, 4009, 8109, 11181, 14257, 11698, 7097, 11705, 6076, 14269, 959, 7103, 2500, 14788, 968, 11722, 2507, 8139, 6095, 4560, 8146, 7636, 1494, 6615, 473, 1497, 2522, 4057, 6619, 13274, 13284, 1510, 4075, 4587, 5101, 4084, 1525, 6645, 13816, 14330, 13307, 508], '6': [4609, 5127, 523, 3596, 4109, 4619, 3094, 3095, 1052, 7709, 2593, 2093, 4654, 7221, 568, 3647, 12351, 2123, 4684, 79, 5211, 5730, 3685, 4197, 4711, 1642, 5741, 5743, 4723, 2170, 11909, 646, 5254, 5766, 652, 4758, 6300, 2717, 2724, 3237, 3243, 2736, 1205, 5823, 4802, 2755, 9414, 8397, 9425, 2776, 6363, 3813, 6886, 240, 1274, 2821, 8971, 7438, 273, 1812, 2327, 3352, 6423, 805, 305, 819, 8500, 1849, 10239, 2367, 834, 9543, 1357, 8526, 4945, 11096, 4442, 3933, 353, 4966, 871, 364, 3953, 2421, 2424, 8576, 4997, 10630, 1927, 3982, 2959, 3471, 3988, 6556, 1950, 6046, 1952, 9121, 9637, 3496, 4525, 948, 6581, 4540, 3519, 4546, 6595, 1478, 9672, 6089, 6602, 11720, 2002, 2520, 6108, 995, 1000, 8682, 6637, 3054, 5615, 6645, 6143], '7': [11302, 10279, 12038, 12041, 11946, 10987, 11467, 5197, 12401, 11159, 10298, 10043, 3103]}
AP20143;AP20143;AP20143;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP20145;AP20145;AP20145;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP20161;AP20161;AP20161;;;348;;;248;;;239;;;246;;;316;;;132;;;;;;1529;0;0;1529;{'1': [2531, 582, 14087, 8216, 3231], '2': [12834, 7975, 744, 13064, 6250, 4432], '3': [6083, 8965, 7890, 10226, 14450, 14999], '4': [3843, 1480, 12268, 8847, 8371, 3191, 3703, 5624, 7454], '5': [1282, 14851, 14438, 14985, 1226, 9807, 13104, 2036, 1948], '6': [1962, 811, 2476, 942, 1916], '7': [10637]}
AP20162;AP20162;AP20162;;;;;;1;;;;;;1;;;;;;;;;;;;2;0;0;2;{'1': [], '2': [4650], '3': [], '4': [2935], '5': [], '6': [14313], '7': []}
AP20165;AP20165;AP20165;;;301;;;284;;;111;;;138;;;217;;;72;;;;;;1123;0;0;1123;{'1': [7075, 13124, 14757, 11943, 10557, 12212, 8214, 3227, 3324, 925, 287], '2': [10168, 10522, 4077, 8079], '3': [10337, 14998, 6277, 14686], '4': [10885, 2311, 11818, 8370, 5018], '5': [11783, 999, 10997, 10613, 9109], '6': [10944, 12008, 13965, 11599, 817, 660, 14484, 13691], '7': [7617, 12450, 10788, 12773, 5094, 7658, 2796, 8174, 12189, 5244, 1267, 2357, 3895, 5339, 2556, 11901, 4638, 5887]}
AP20167;AP20167;AP20167;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP20169;AP20169;AP20169;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;{'1': [], '2': [], '3': [], '4': [], '5': [], '6': [], '7': []}
AP20170;AP20170;AP20170;;;17;;;14;;;15;;;4;;;10;;;9;;;;;;69;0;0;69;{'1': [1408, 1536, 7074, 14756, 583, 11944, 499, 6870, 12214, 4285, 10558], '2': [1697, 3906, 8998, 6249, 4204, 7341, 4430, 8175, 6769, 4946, 12693], '3': [7296, 4610, 10338, 4101, 5606, 14505, 3179, 7211, 7888, 7889, 13397, 1982], '4': [10271, 7453, 678, 6527], '5': [11334, 10984, 7977, 14984, 1227, 9110, 13979], '6': [12230, 6664, 5322, 10827, 812, 13676, 3662, 12431, 4146, 13715, 3641, 2395, 13692], '7': [5888, 1281, 3236, 12393, 7659, 9212, 2797, 10636, 16, 405, 3702, 5340]}
AP20171;AP20171;AP20171;;;259;;;108;;;21;;;252;;;96;;;56;;;;;;792;0;0;792;{'1': [10849, 5925, 6225, 10418, 2835, 5497], '2': [4554, 3739, 3084], '3': [12841, 4869], '4': [9667, 10607, 2192, 6064, 8723, 10388, 5657], '5': [7024, 6822], '6': [404, 2573], '7': []}
AP20183;AP20183;AP20183;;;;;;1;;;;;;;;;;;;;;;;;;1;0;0;1;{'1': [], '2': [5808], '3': [], '4': [], '5': [], '6': [10720, 12692], '7': [3936, 516, 3557, 9766, 999, 4014, 1520, 9616, 10806, 6558]}
AP20184;AP20184;AP20184;;;2;;;;;;;;;2;;;;;;;;;;;;4;0;0;4;{'1': [326], '2': [], '3': [], '4': [1056, 11136], '5': [], '6': [], '7': []}
AP20216;AP20216;AP20216;;;3;;;5;;;;;;9;;;23;;;74;2;;;;;114;2;0;116;{'1': [1228, 1158, 1143], '2': [5889, 5896, 5421, 5198, 5429], '3': [], '4': [14495, 12098, 11782, 11494, 13766, 12266, 11763, 11768, 11743], '5': [13697, 12291, 10643, 14493, 12191, 14889, 12204, 13613, 14385, 12852, 12727, 12089, 10947, 11996, 12509, 13536, 11875, 11493, 13548, 12781, 13425, 13302, 14202], '6': [6658, 9858, 7947, 9739, 7182, 8590, 8465, 8595, 9491, 1047, 7449, 410, 3994, 413, 6941, 3744, 8608, 8098, 10235, 2602, 4651, 2988, 6316, 558, 3631, 1200, 3633, 7853, 8875, 9908, 10290, 6587, 1214, 6907, 7614, 1857, 8895, 8003, 9026, 1221, 8261, 10177, 8264, 10304, 6986, 8651, 3791, 8917, 1240, 4569, 476, 348, 1246, 6494, 8668, 9569, 1250, 8418, 6628, 7653, 6247, 8936, 2026, 6636, 8044, 8557, 367, 7023, 1521, 8049, 9839, 8436, 245, 8950, 379, 4092], '7': [1027, 3862, 11289, 548, 11305, 7850, 3128, 8249, 3004, 9281, 3010, 8770, 3012, 11332, 7623, 12745, 9676, 11343, 1107, 4822, 11606, 5466, 9692, 9055, 7161, 7676, 12670]}
